Account_ID,Account_Name,Parent_Account_ID,Parent_Account_Name,Account_Owner_ID,Account_Owner_Name,SDR_Owner_ID,SDR_Owner_Name,Billing_City,Billing_State,Industry,Sub_Industry,NAICS_Code,Account_Score,Revenue_Range,Employee_Count
ACC002433,Titan Group - West,ACC001182,Titan Group,USR014,Kevin Martinez,SDR001,SDR Morgan,Minneapolis,MN,Retail,Specialty Retail,447777,21.93,$50M-$100M,570
ACC002434,Vertex Solutions - Central,ACC000760,Vertex Solutions,USR013,Ashley Brown,SDR018,SDR Avery,Detroit,MI,Financial Services,FinTech,522621,31.7,$50M-$100M,872
ACC002435,Apex Holdings,,,USR002,Michael Rodriguez,,,Austin,TX,Media & Entertainment,Gaming,518388,41.6,<$10M,84
ACC002436,Advanced Industries,,,USR012,Daniel Anderson,SDR005,SDR Jordan,San Antonio,TX,Manufacturing,Aerospace,315253,45.61,$100M-$500M,4086
ACC002437,Quantum Holdings,,,USR016,Brian Moore,,,Los Angeles,CA,Technology,Cloud Computing,517880,27.16,<$10M,72
ACC002438,Dynamic Solutions - East,ACC001998,Dynamic Solutions,USR004,James Wilson,SDR039,SDR Taylor,Jacksonville,FL,Real Estate,REITs,537343,27.0,$10M-$50M,268
ACC002439,Innovative Corp - East,ACC001595,Innovative Corp,USR014,Kevin Martinez,SDR011,SDR Riley,Indianapolis,IN,Retail,Department Stores,441196,18.62,<$10M,18
ACC002440,Nexus Partners,,,USR010,Christopher Lee,SDR038,SDR Riley,Philadelphia,PA,Education,Training & Certification,612925,26.41,$100M-$500M,3914
ACC002441,Dynamic Industries,,,USR017,Jennifer White,SDR044,SDR Jordan,Detroit,MI,Manufacturing,Consumer Goods,311868,28.12,<$10M,11
ACC002442,Titan Inc - South,ACC000330,Titan Inc,USR020,Matthew Walker,SDR029,SDR Riley,Fort Worth,TX,Media & Entertainment,Film & TV,514922,38.7,<$10M,44
ACC002443,Advanced Consulting,,,USR010,Christopher Lee,SDR021,SDR Morgan,Portland,OR,Real Estate,REITs,533453,13.17,$100M-$500M,4633
ACC002444,Stellar Enterprises,,,USR016,Brian Moore,SDR043,SDR Jamie,San Francisco,CA,Transportation,Airlines,483042,14.88,$50M-$100M,524
ACC002445,Titan Systems - East,ACC001237,Titan Systems,USR015,Stephanie Garcia,,,San Francisco,CA,Financial Services,FinTech,522356,48.82,$10M-$50M,386
ACC002446,Global Holdings - North,ACC001544,Global Holdings,USR017,Jennifer White,SDR005,SDR Casey,Las Vegas,NV,Financial Services,Banking,528989,42.33,$50M-$100M,561
ACC002447,Nexus Industries,,,USR013,Ashley Brown,SDR007,SDR Jordan,Denver,CO,Healthcare,Health Insurance,624950,20.74,<$10M,83
ACC002448,Global Holdings - East,ACC000619,Global Holdings,USR016,Brian Moore,SDR046,SDR Riley,Philadelphia,PA,Media & Entertainment,Publishing,518911,55.38,>$1B,46671
ACC002449,Premier Partners,,,USR004,James Wilson,SDR016,SDR Riley,Philadelphia,PA,Education,Training & Certification,612553,3.42,<$10M,93
ACC002450,Advanced Group - South,ACC001898,Advanced Group,USR006,David Kim,SDR040,SDR Alex,Columbus,OH,Professional Services,HR Services,547749,26.53,$50M-$100M,575
ACC002451,Summit Holdings,,,USR019,Nicole Lewis,SDR030,SDR Riley,Chicago,IL,Transportation,Public Transit,487594,21.42,$100M-$500M,3738
ACC002452,Vertex Technologies - North,ACC000003,Vertex Technologies,USR007,Amanda Foster,SDR001,SDR Avery,Raleigh,NC,Transportation,Airlines,481346,42.87,$10M-$50M,225
ACC002453,Stellar Group - Central,ACC001818,Stellar Group,USR014,Kevin Martinez,,,Portland,OR,Media & Entertainment,Film & TV,514683,21.18,<$10M,73
ACC002454,Apex Group,,,USR020,Matthew Walker,SDR032,SDR Jamie,Las Vegas,NV,Professional Services,Consulting,548213,23.26,$100M-$500M,4825
ACC002455,Zenith Solutions,,,USR010,Christopher Lee,SDR022,SDR Casey,Fort Worth,TX,Education,K-12,613182,26.75,$10M-$50M,302
ACC002456,Dynamic Holdings,,,USR019,Nicole Lewis,SDR037,SDR Avery,Jacksonville,FL,Telecommunications,Cable,511661,10.32,<$10M,52
ACC002457,Titan Enterprises,,,USR008,Robert Jackson,SDR048,SDR Taylor,Fort Worth,TX,Financial Services,Insurance,525189,36.46,$10M-$50M,290
ACC002458,Premier Partners,,,USR009,Lauren Davis,SDR047,SDR Alex,Fort Worth,TX,Media & Entertainment,Gaming,512417,25.66,$10M-$50M,275
ACC002459,Atlas Consulting,,,USR004,James Wilson,SDR031,SDR Morgan,Atlanta,GA,Financial Services,Insurance,521405,59.08,<$10M,55
ACC002460,Premier Partners - Central,ACC001315,Premier Partners,USR007,Amanda Foster,SDR028,SDR Avery,San Diego,CA,Manufacturing,Electronics,315224,64.63,<$10M,78
ACC002461,Apex Partners,,,USR008,Robert Jackson,SDR012,SDR Taylor,Austin,TX,Telecommunications,Satellite,514406,50.1,<$10M,39
ACC002462,Zenith Solutions - North,ACC000182,Zenith Solutions,USR018,Ryan Clark,SDR010,SDR Casey,Nashville,TN,Manufacturing,Electronics,311557,21.3,<$10M,67
ACC002463,Apex Services,,,USR004,James Wilson,SDR035,SDR Morgan,Dallas,TX,Technology,Cybersecurity,512351,12.69,<$10M,92
ACC002464,Global Group,,,USR015,Stephanie Garcia,SDR049,SDR Riley,Detroit,MI,Media & Entertainment,Film & TV,518823,16.84,$500M-$1B,9680
ACC002465,Atlas Group,,,USR012,Daniel Anderson,SDR007,SDR Taylor,Jacksonville,FL,Education,Training & Certification,619837,17.61,$100M-$500M,2898
ACC002466,Global Corp,,,USR005,Jessica Martinez,SDR013,SDR Avery,Nashville,TN,Real Estate,Residential,538023,11.48,$10M-$50M,285
ACC002467,Strategic Holdings,,,USR007,Amanda Foster,SDR015,SDR Alex,Boston,MA,Real Estate,Residential,538679,44.91,$500M-$1B,9242
ACC002468,Zenith Solutions,,,USR004,James Wilson,SDR049,SDR Riley,Denver,CO,Manufacturing,Automotive,317891,42.08,$500M-$1B,7972
ACC002469,Global Industries,,,USR017,Jennifer White,SDR026,SDR Alex,Nashville,TN,Healthcare,Hospitals,625876,24.82,$10M-$50M,341
ACC002470,Dynamic Solutions - Central,ACC001998,Dynamic Solutions,USR014,Kevin Martinez,SDR047,SDR Riley,Boston,MA,Healthcare,Medical Devices,621015,21.69,<$10M,52
ACC002471,Stellar Industries,,,USR004,James Wilson,SDR016,SDR Jamie,Detroit,MI,Financial Services,Investment Management,524373,42.9,$50M-$100M,712
ACC002472,Vertex Ventures,,,USR007,Amanda Foster,SDR021,SDR Riley,Miami,FL,Manufacturing,Consumer Goods,317795,31.5,$10M-$50M,498
ACC002473,Stellar Solutions,,,USR007,Amanda Foster,SDR048,SDR Taylor,Minneapolis,MN,Education,EdTech,613399,19.65,$50M-$100M,983
ACC002474,Atlas Systems,,,USR006,David Kim,SDR043,SDR Jamie,Miami,FL,Media & Entertainment,Gaming,514045,21.72,<$10M,36
ACC002475,Summit Ventures,,,USR014,Kevin Martinez,SDR007,SDR Alex,Denver,CO,Retail,Fashion,441170,36.51,$10M-$50M,365
ACC002476,Nexus Solutions - West,ACC000071,Nexus Solutions,USR007,Amanda Foster,,,Las Vegas,NV,Energy,Energy Storage,216071,14.29,$10M-$50M,486
ACC002477,Quantum Holdings - South,ACC002270,Quantum Holdings,USR016,Brian Moore,SDR041,SDR Riley,Dallas,TX,Media & Entertainment,Film & TV,518057,40.71,$100M-$500M,4223
ACC002478,Stellar Technologies,,,USR010,Christopher Lee,,,Atlanta,GA,Real Estate,Commercial,536992,33.88,$50M-$100M,786
ACC002479,Stellar Inc,,,USR009,Lauren Davis,SDR017,SDR Casey,San Francisco,CA,Healthcare,Hospitals,624830,59.88,$10M-$50M,493
ACC002480,Nexus Partners - South,ACC001083,Nexus Partners,USR017,Jennifer White,,,New York,NY,Transportation,Logistics,487373,20.52,$10M-$50M,144
ACC002481,Nexus Consulting,,,USR003,Emily Thompson,SDR029,SDR Morgan,Dallas,TX,Transportation,Airlines,485325,8.87,$10M-$50M,410
ACC002482,Summit Holdings,,,USR006,David Kim,SDR010,SDR Alex,San Diego,CA,Energy,Grid Management,217388,28.63,<$10M,87
ACC002483,Apex Group,,,USR008,Robert Jackson,SDR039,SDR Jamie,Austin,TX,Education,K-12,612836,12.68,<$10M,23
ACC002484,Apex Holdings,,,USR001,Sarah Chen,SDR014,SDR Alex,Austin,TX,Education,EdTech,617874,14.02,$50M-$100M,695
ACC002485,Apex Group - North,ACC002042,Apex Group,USR007,Amanda Foster,SDR029,SDR Casey,Dallas,TX,Energy,Oil & Gas,213007,54.03,$50M-$100M,951
ACC002486,Dynamic Technologies,,,USR002,Michael Rodriguez,,,San Diego,CA,Healthcare,Health Insurance,627636,47.91,$50M-$100M,679
ACC002487,Strategic Consulting - Central,ACC000222,Strategic Consulting,USR002,Michael Rodriguez,SDR008,SDR Casey,Austin,TX,Transportation,Public Transit,484630,22.73,<$10M,57
ACC002488,Atlas Solutions,,,USR008,Robert Jackson,SDR048,SDR Riley,New York,NY,Financial Services,Payments,521424,36.3,<$10M,53
ACC002489,Apex Inc - North,ACC000035,Apex Inc,USR001,Sarah Chen,SDR023,SDR Casey,Minneapolis,MN,Media & Entertainment,Gaming,519879,27.73,<$10M,57
ACC002490,Advanced Ventures,,,USR019,Nicole Lewis,SDR013,SDR Jordan,Fort Worth,TX,Transportation,Logistics,487122,33.56,<$10M,55
ACC002491,Apex Inc,,,USR014,Kevin Martinez,SDR033,SDR Jordan,Columbus,OH,Telecommunications,Mobile Carriers,519068,22.83,<$10M,10
ACC002492,Strategic Ventures,,,USR006,David Kim,SDR002,SDR Riley,San Francisco,CA,Transportation,Logistics,482661,1.38,$50M-$100M,542
ACC002493,Strategic Technologies,,,USR009,Lauren Davis,SDR009,SDR Taylor,Los Angeles,CA,Financial Services,Payments,525344,10.05,<$10M,16
ACC002494,Quantum Inc - West,ACC000236,Quantum Inc,USR016,Brian Moore,SDR025,SDR Riley,Phoenix,AZ,Manufacturing,Electronics,315176,18.24,$10M-$50M,298
ACC002495,Dynamic Industries,,,USR005,Jessica Martinez,SDR004,SDR Morgan,Fort Worth,TX,Energy,Oil & Gas,217071,21.83,$500M-$1B,8517
ACC002496,Dynamic Technologies,,,USR014,Kevin Martinez,SDR035,SDR Jordan,Chicago,IL,Telecommunications,Satellite,513158,41.35,$100M-$500M,3910
ACC002497,Strategic Enterprises - Central,ACC002198,Strategic Enterprises,USR008,Robert Jackson,SDR021,SDR Taylor,Jacksonville,FL,Education,K-12,619322,49.06,$100M-$500M,3378
ACC002498,Strategic Systems,,,USR010,Christopher Lee,,,Austin,TX,Professional Services,Legal,549272,17.56,$50M-$100M,933
ACC002499,Zenith Industries - North,ACC001263,Zenith Industries,USR019,Nicole Lewis,SDR019,SDR Alex,Jacksonville,FL,Healthcare,Hospitals,623675,24.37,<$10M,28
ACC002500,Apex Systems - Central,ACC000028,Apex Systems,USR004,James Wilson,SDR050,SDR Casey,Houston,TX,Technology,Cloud Computing,511218,48.87,<$10M,62
ACC002501,Dynamic Consulting - West,ACC002178,Dynamic Consulting,USR004,James Wilson,SDR018,SDR Morgan,Columbus,OH,Technology,DevOps,515319,20.85,<$10M,55
ACC002502,Vertex Inc,,,USR017,Jennifer White,SDR045,SDR Taylor,Charlotte,NC,Technology,AI/ML,517526,53.45,$10M-$50M,385
ACC002503,Zenith Ventures,,,USR016,Brian Moore,SDR006,SDR Casey,San Jose,CA,Manufacturing,Consumer Goods,311263,7.13,<$10M,55
ACC002504,Stellar Solutions - East,ACC000635,Stellar Solutions,USR007,Amanda Foster,SDR030,SDR Casey,Fort Worth,TX,Media & Entertainment,Music,512402,25.81,$100M-$500M,4303
ACC002505,Atlas Inc,,,USR016,Brian Moore,SDR008,SDR Jamie,San Francisco,CA,Telecommunications,Internet Service,517149,26.86,$100M-$500M,2311
ACC002506,Atlas Enterprises,,,USR015,Stephanie Garcia,,,Chicago,IL,Real Estate,Commercial,537393,34.45,$10M-$50M,493
ACC002507,Global Services,,,USR020,Matthew Walker,SDR026,SDR Casey,Seattle,WA,Professional Services,HR Services,547767,11.38,$10M-$50M,123
ACC002508,Dynamic Inc,,,USR016,Brian Moore,,,San Jose,CA,Healthcare,Health Insurance,622030,42.34,$100M-$500M,4366
ACC002509,Strategic Corp,,,USR006,David Kim,,,Austin,TX,Media & Entertainment,Gaming,517394,37.48,$100M-$500M,1002
ACC002510,Dynamic Group - Central,ACC001796,Dynamic Group,USR010,Christopher Lee,SDR029,SDR Jordan,Philadelphia,PA,Transportation,Freight,481926,20.63,$10M-$50M,176
ACC002511,Apex Corp,,,USR003,Emily Thompson,SDR033,SDR Jordan,Dallas,TX,Technology,Data Analytics,517778,25.58,<$10M,88
ACC002512,Strategic Systems,,,USR004,James Wilson,SDR010,SDR Jordan,Denver,CO,Real Estate,Residential,535229,34.54,$100M-$500M,1926
ACC002513,Atlas International - North,ACC000919,Atlas International,USR009,Lauren Davis,,,Miami,FL,Professional Services,Consulting,548954,44.21,$10M-$50M,235
ACC002514,Phoenix Inc,,,USR018,Ryan Clark,SDR003,SDR Casey,Atlanta,GA,Professional Services,Legal,542880,39.99,$10M-$50M,371
ACC002515,Stellar Ventures,,,USR017,Jennifer White,SDR042,SDR Jordan,New York,NY,Financial Services,Insurance,527272,22.02,<$10M,49
ACC002516,Phoenix Holdings,,,USR014,Kevin Martinez,,,Detroit,MI,Financial Services,FinTech,529256,17.34,$10M-$50M,244
ACC002517,Nexus Holdings,,,USR018,Ryan Clark,SDR041,SDR Avery,Phoenix,AZ,Telecommunications,Internet Service,515840,14.22,$50M-$100M,565
ACC002518,Innovative Technologies,,,USR017,Jennifer White,SDR036,SDR Taylor,New York,NY,Education,EdTech,615088,43.06,<$10M,56
ACC002519,Advanced Industries - Central,ACC000667,Advanced Industries,USR016,Brian Moore,SDR029,SDR Casey,Fort Worth,TX,Manufacturing,Consumer Goods,317220,24.96,$500M-$1B,5362
ACC002520,Stellar Group,,,USR017,Jennifer White,SDR004,SDR Taylor,Nashville,TN,Transportation,Airlines,484401,11.06,<$10M,37
ACC002521,Summit Technologies,,,USR005,Jessica Martinez,SDR043,SDR Jordan,Nashville,TN,Professional Services,Marketing,545842,34.81,$50M-$100M,981
ACC002522,Titan Solutions - South,ACC000881,Titan Solutions,USR001,Sarah Chen,SDR001,SDR Jordan,Miami,FL,Healthcare,Medical Devices,625544,38.83,$500M-$1B,7912
ACC002523,Advanced Technologies - West,ACC002092,Advanced Technologies,USR010,Christopher Lee,SDR020,SDR Avery,Dallas,TX,Financial Services,Payments,524498,28.16,<$10M,88
ACC002524,Quantum Holdings - South,ACC001205,Quantum Holdings,USR008,Robert Jackson,,,Dallas,TX,Media & Entertainment,Streaming,518387,10.03,<$10M,65
ACC002525,Global Services,,,USR007,Amanda Foster,SDR015,SDR Casey,San Jose,CA,Real Estate,Property Management,539131,70.77,$10M-$50M,464
ACC002526,Premier Holdings - North,ACC001325,Premier Holdings,USR017,Jennifer White,SDR031,SDR Jordan,Indianapolis,IN,Transportation,Freight,483143,20.78,<$10M,83
ACC002527,Quantum Systems,,,USR008,Robert Jackson,SDR019,SDR Avery,Denver,CO,Real Estate,Residential,534451,38.49,<$10M,30
ACC002528,Vertex Group,,,USR015,Stephanie Garcia,SDR014,SDR Avery,Detroit,MI,Financial Services,Insurance,526115,25.37,$50M-$100M,949
ACC002529,Atlas Holdings,,,USR015,Stephanie Garcia,SDR017,SDR Avery,New York,NY,Professional Services,HR Services,544623,15.1,$10M-$50M,310
ACC002530,Phoenix Industries,,,USR005,Jessica Martinez,SDR008,SDR Taylor,Minneapolis,MN,Telecommunications,Satellite,519827,35.91,<$10M,84
ACC002531,Dynamic Partners,,,USR009,Lauren Davis,SDR028,SDR Taylor,Dallas,TX,Manufacturing,Consumer Goods,314530,12.45,$50M-$100M,601
ACC002532,Phoenix Consulting - Central,ACC001203,Phoenix Consulting,USR014,Kevin Martinez,SDR026,SDR Alex,Fort Worth,TX,Technology,Cybersecurity,517505,45.92,<$10M,44
ACC002533,Summit Systems - South,ACC000296,Summit Systems,USR007,Amanda Foster,SDR014,SDR Casey,Austin,TX,Transportation,Freight,485540,52.96,$50M-$100M,787
ACC002534,Premier Holdings - East,ACC002413,Premier Holdings,USR014,Kevin Martinez,SDR017,SDR Taylor,Philadelphia,PA,Healthcare,Hospitals,627370,18.76,$50M-$100M,739
ACC002535,Global Group,,,USR008,Robert Jackson,SDR041,SDR Casey,Indianapolis,IN,Transportation,Logistics,487730,15.34,$50M-$100M,796
ACC002536,Apex Solutions - East,ACC001904,Apex Solutions,USR019,Nicole Lewis,,,Philadelphia,PA,Telecommunications,Cable,515042,12.22,$10M-$50M,486
ACC002537,Titan Systems,,,USR013,Ashley Brown,SDR012,SDR Avery,San Francisco,CA,Manufacturing,Industrial Equipment,318006,18.93,$10M-$50M,343
ACC002538,Zenith Services,,,USR003,Emily Thompson,SDR006,SDR Casey,San Francisco,CA,Media & Entertainment,Publishing,512195,20.92,$50M-$100M,612
ACC002539,Vertex Holdings - Central,ACC002374,Vertex Holdings,USR010,Christopher Lee,SDR009,SDR Avery,San Antonio,TX,Transportation,Logistics,481212,38.59,$50M-$100M,750
ACC002540,Global Solutions,,,USR003,Emily Thompson,SDR022,SDR Jordan,San Jose,CA,Energy,Oil & Gas,211003,33.37,$10M-$50M,193
ACC002541,Quantum Partners,,,USR003,Emily Thompson,SDR006,SDR Alex,New York,NY,Professional Services,Legal,549594,46.71,$500M-$1B,5796
ACC002542,Innovative Partners - North,ACC002170,Innovative Partners,USR010,Christopher Lee,,,Miami,FL,Energy,Utilities,212467,20.23,$10M-$50M,346
ACC002543,Global Industries,,,USR019,Nicole Lewis,SDR025,SDR Morgan,Charlotte,NC,Manufacturing,Consumer Goods,311599,29.4,$50M-$100M,701
ACC002544,Phoenix Enterprises - West,ACC000707,Phoenix Enterprises,USR006,David Kim,SDR044,SDR Morgan,Philadelphia,PA,Healthcare,Hospitals,629338,27.23,$100M-$500M,3324
ACC002545,Stellar Ventures - East,ACC000884,Stellar Ventures,USR020,Matthew Walker,,,Houston,TX,Real Estate,Property Management,536964,3.96,$10M-$50M,449
ACC002546,Stellar Partners,,,USR004,James Wilson,SDR044,SDR Casey,Boston,MA,Media & Entertainment,Film & TV,518643,4.04,$50M-$100M,605
ACC002547,Premier Holdings - North,ACC001325,Premier Holdings,USR019,Nicole Lewis,SDR027,SDR Riley,Indianapolis,IN,Education,K-12,619782,5.01,$100M-$500M,3812
ACC002548,Summit Services - Central,ACC000097,Summit Services,USR011,Michelle Taylor,SDR013,SDR Avery,Jacksonville,FL,Transportation,Public Transit,488845,21.57,$100M-$500M,4349
ACC002549,Phoenix Enterprises - West,ACC000707,Phoenix Enterprises,USR009,Lauren Davis,SDR004,SDR Avery,Philadelphia,PA,Real Estate,REITs,533463,39.67,$10M-$50M,352
ACC002550,Phoenix Corp - Central,ACC001176,Phoenix Corp,USR013,Ashley Brown,,,Miami,FL,Education,Training & Certification,616485,13.82,$10M-$50M,435
ACC002551,Quantum Inc,,,USR009,Lauren Davis,,,Las Vegas,NV,Professional Services,Marketing,546793,8.34,$100M-$500M,4314
ACC002552,Phoenix Group,,,USR002,Michael Rodriguez,SDR017,SDR Taylor,New York,NY,Professional Services,Legal,544954,18.7,$10M-$50M,186
ACC002553,Quantum International,,,USR017,Jennifer White,SDR015,SDR Riley,Nashville,TN,Real Estate,Commercial,536452,26.32,$100M-$500M,1970
ACC002554,Premier Services,,,USR017,Jennifer White,SDR035,SDR Morgan,San Antonio,TX,Media & Entertainment,Publishing,519743,12.71,$10M-$50M,306
ACC002555,Innovative Systems,,,USR013,Ashley Brown,SDR045,SDR Alex,Dallas,TX,Real Estate,Residential,531478,11.08,$10M-$50M,334
ACC002556,Zenith Holdings - North,ACC000898,Zenith Holdings,USR012,Daniel Anderson,SDR014,SDR Jamie,Philadelphia,PA,Manufacturing,Industrial Equipment,315219,10.48,$100M-$500M,2287
ACC002557,Strategic Solutions - West,ACC000513,Strategic Solutions,USR012,Daniel Anderson,SDR041,SDR Avery,Denver,CO,Healthcare,Hospitals,624311,67.06,$100M-$500M,4786
ACC002558,Titan Group,,,USR013,Ashley Brown,,,Las Vegas,NV,Energy,Energy Storage,214578,7.41,$100M-$500M,4897
ACC002559,Stellar Group,,,USR020,Matthew Walker,SDR046,SDR Alex,Atlanta,GA,Financial Services,FinTech,522143,42.06,<$10M,21
ACC002560,Titan Solutions,,,USR018,Ryan Clark,SDR008,SDR Riley,Fort Worth,TX,Technology,Cloud Computing,519482,77.68,<$10M,69
ACC002561,Summit Holdings,,,USR008,Robert Jackson,,,New York,NY,Media & Entertainment,Film & TV,515318,44.06,<$10M,51
ACC002562,Stellar Holdings,,,USR011,Michelle Taylor,SDR043,SDR Riley,Atlanta,GA,Media & Entertainment,Publishing,514005,10.96,$10M-$50M,195
ACC002563,Stellar Group - West,ACC001818,Stellar Group,USR011,Michelle Taylor,SDR004,SDR Avery,San Francisco,CA,Media & Entertainment,Streaming,519876,53.05,$50M-$100M,561
ACC002564,Atlas Technologies,,,USR019,Nicole Lewis,SDR032,SDR Morgan,Charlotte,NC,Financial Services,Payments,529534,9.83,$500M-$1B,5839
ACC002565,Premier Technologies - West,ACC000838,Premier Technologies,USR014,Kevin Martinez,,,Charlotte,NC,Professional Services,Legal,549274,15.7,$100M-$500M,1047
ACC002566,Premier International,,,USR013,Ashley Brown,,,Jacksonville,FL,Media & Entertainment,Film & TV,511490,20.32,$100M-$500M,2094
ACC002567,Phoenix Holdings,,,USR018,Ryan Clark,SDR029,SDR Casey,Indianapolis,IN,Technology,AI/ML,519393,13.9,$500M-$1B,5087
ACC002568,Zenith Partners,,,USR011,Michelle Taylor,SDR019,SDR Alex,Dallas,TX,Manufacturing,Aerospace,318851,29.79,<$10M,17
ACC002569,Phoenix Holdings,,,USR017,Jennifer White,SDR017,SDR Jamie,San Diego,CA,Real Estate,Commercial,532355,15.47,$10M-$50M,481
ACC002570,Dynamic Services - East,ACC001686,Dynamic Services,USR009,Lauren Davis,,,Los Angeles,CA,Transportation,Freight,486168,60.72,>$1B,48510
ACC002571,Dynamic International,,,USR012,Daniel Anderson,SDR010,SDR Riley,Columbus,OH,Manufacturing,Industrial Equipment,311886,21.3,<$10M,56
ACC002572,Dynamic Enterprises - North,ACC002342,Dynamic Enterprises,USR005,Jessica Martinez,SDR025,SDR Jamie,San Antonio,TX,Financial Services,Insurance,523705,46.09,$500M-$1B,7934
ACC002573,Global Systems,,,USR020,Matthew Walker,SDR023,SDR Jordan,Dallas,TX,Energy,Utilities,211985,61.31,$100M-$500M,3796
ACC002574,Apex International - North,ACC000080,Apex International,USR005,Jessica Martinez,,,Nashville,TN,Media & Entertainment,Gaming,514522,35.86,<$10M,51
ACC002575,Summit Technologies,,,USR018,Ryan Clark,SDR049,SDR Alex,Portland,OR,Technology,SaaS,519473,83.7,<$10M,17
ACC002576,Dynamic International - North,ACC002571,Dynamic International,USR019,Nicole Lewis,SDR023,SDR Alex,San Jose,CA,Retail,Fashion,448344,39.61,<$10M,76
ACC002577,Titan Holdings - Central,ACC001634,Titan Holdings,USR015,Stephanie Garcia,,,Denver,CO,Telecommunications,Satellite,513463,33.91,<$10M,52
ACC002578,Innovative Corp,,,USR018,Ryan Clark,SDR044,SDR Taylor,San Antonio,TX,Education,EdTech,613262,24.28,$10M-$50M,240
ACC002579,Innovative Holdings,,,USR012,Daniel Anderson,SDR044,SDR Avery,Columbus,OH,Financial Services,Payments,529617,8.72,$50M-$100M,540
ACC002580,Apex Solutions,,,USR004,James Wilson,SDR020,SDR Riley,Dallas,TX,Telecommunications,Cable,518429,25.63,$10M-$50M,445
ACC002581,Advanced Partners - Central,ACC001025,Advanced Partners,USR018,Ryan Clark,SDR046,SDR Jordan,Minneapolis,MN,Telecommunications,Mobile Carriers,511498,12.67,$10M-$50M,169
ACC002582,Nexus Solutions,,,USR011,Michelle Taylor,SDR039,SDR Jamie,Jacksonville,FL,Education,EdTech,616772,48.25,$50M-$100M,909
ACC002583,Titan Services - Central,ACC001713,Titan Services,USR003,Emily Thompson,,,Indianapolis,IN,Manufacturing,Aerospace,313197,13.75,$50M-$100M,728
ACC002584,Phoenix International,,,USR016,Brian Moore,SDR024,SDR Taylor,San Jose,CA,Media & Entertainment,Publishing,512924,30.44,<$10M,75
ACC002585,Apex Group - South,ACC002042,Apex Group,USR016,Brian Moore,SDR002,SDR Alex,San Francisco,CA,Media & Entertainment,Gaming,515669,35.88,$100M-$500M,4656
ACC002586,Advanced Services - East,ACC001893,Advanced Services,USR019,Nicole Lewis,SDR030,SDR Jamie,Dallas,TX,Telecommunications,VoIP,512728,12.81,$10M-$50M,167
ACC002587,Titan International,,,USR004,James Wilson,SDR038,SDR Riley,San Diego,CA,Manufacturing,Consumer Goods,311489,28.3,$500M-$1B,8689
ACC002588,Global Industries,,,USR005,Jessica Martinez,,,Phoenix,AZ,Energy,Energy Storage,218908,18.33,$10M-$50M,201
ACC002589,Nexus Corp - South,ACC000367,Nexus Corp,USR009,Lauren Davis,SDR004,SDR Alex,Austin,TX,Healthcare,Medical Devices,626972,34.54,$10M-$50M,223
ACC002590,Vertex Inc,,,USR014,Kevin Martinez,,,Houston,TX,Retail,Specialty Retail,444517,7.73,<$10M,94
ACC002591,Premier Holdings,,,USR020,Matthew Walker,SDR020,SDR Alex,Miami,FL,Media & Entertainment,Music,512501,68.96,<$10M,63
ACC002592,Advanced Partners,,,USR011,Michelle Taylor,SDR050,SDR Riley,Philadelphia,PA,Professional Services,Consulting,548484,28.83,$50M-$100M,614
ACC002593,Premier Services,,,USR008,Robert Jackson,,,Detroit,MI,Energy,Grid Management,211590,61.21,$10M-$50M,365
ACC002594,Global Technologies,,,USR012,Daniel Anderson,SDR039,SDR Morgan,Chicago,IL,Transportation,Rideshare,487052,36.73,$100M-$500M,1709
ACC002595,Premier Solutions,,,USR007,Amanda Foster,SDR046,SDR Morgan,San Antonio,TX,Technology,Cloud Computing,518101,20.89,<$10M,85
ACC002596,Stellar Industries - South,ACC002471,Stellar Industries,USR018,Ryan Clark,SDR034,SDR Avery,Philadelphia,PA,Technology,Cloud Computing,512028,52.8,$50M-$100M,814
ACC002597,Phoenix Holdings,,,USR014,Kevin Martinez,SDR026,SDR Jamie,San Diego,CA,Manufacturing,Consumer Goods,315472,56.22,$100M-$500M,4294
ACC002598,Nexus Holdings,,,USR006,David Kim,SDR028,SDR Jamie,San Jose,CA,Financial Services,Banking,523439,56.31,$50M-$100M,711
ACC002599,Nexus Ventures - West,ACC000853,Nexus Ventures,USR018,Ryan Clark,SDR049,SDR Taylor,San Francisco,CA,Retail,Specialty Retail,448112,28.3,$10M-$50M,326
ACC002600,Stellar Partners,,,USR010,Christopher Lee,SDR020,SDR Taylor,Fort Worth,TX,Real Estate,REITs,532446,15.06,$10M-$50M,231
ACC002601,Vertex Systems,,,USR011,Michelle Taylor,SDR026,SDR Jamie,San Jose,CA,Energy,Grid Management,214211,38.72,$50M-$100M,505
ACC002602,Innovative Services - North,ACC002032,Innovative Services,USR018,Ryan Clark,,,Miami,FL,Financial Services,FinTech,527366,42.13,$10M-$50M,441
ACC002603,Dynamic Ventures - Central,ACC000421,Dynamic Ventures,USR006,David Kim,,,Denver,CO,Transportation,Logistics,483390,19.48,<$10M,93
ACC002604,Stellar Enterprises,,,USR002,Michael Rodriguez,SDR015,SDR Morgan,San Francisco,CA,Education,K-12,615421,11.58,<$10M,59
ACC002605,Titan Partners,,,USR017,Jennifer White,,,San Francisco,CA,Education,Higher Education,611843,32.47,$500M-$1B,7700
